Disease,Section,Content,URL
Rheumatic heart disease,Key facts,"The disease results from damage to heart valves caused by one or several episodes of rheumatic fever, an autoimmune inflammatory reaction to throat infection caused by group A streptococci (streptococcal pharyngitis or strep throat).",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Key facts,It most commonly occurs in childhood and can lead to death or life-long disability.,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Key facts,"Rheumatic heart disease can be prevented by preventing streptococcal infections through addressing poverty and improving living and housing standards, or prompt treatment of streptococcal infections with antibiotics when they do occur.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Overview,Rheumatic heart disease is a serious yet preventable public health problem. The disease starts as a sore throat and/or skin infections caused by a bacterium calledStreptococcus pyogenes(group A streptococcus) which can pass easily from person to person in the same way as other upper respiratory tract infections. Strep infections are most common in childhood.,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Overview,"In some people, this streptococcal infection causes the immune system to react against the tissues of the body including inflaming and scarring the heart valves. This is referred to as rheumatic fever. Rheumatic heart disease results from the inflammation and scarring of heart valves caused by rheumatic fever.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Risk factors,"Rheumatic fever mostly affects children and adolescents in low- and middle-income countries and in marginalized communities, including Indigenous populations, especially where poverty is widespread and access to health services is limited. People who live in overcrowded and poor living conditions are at greatest risk of developing the disease.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Risk factors,"Where rheumatic fever and rheumatic heart disease are endemic, rheumatic heart disease is the principal heart disease seen in pregnant women, causing significant maternal and perinatal morbidity and mortality. Pregnant women with rheumatic heart disease are at risk of adverse outcomes, including heart arrythmias and heart failure due to increased blood volume putting more pressure on the heart valves. It is not uncommon for women to be unaware that they have rheumatic heart disease until pregnancy.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Risk factors,"Despite it being eradicated in many parts of the world, the disease remains prevalent in sub-Saharan Africa, the Middle East, central and south Asia, the south Pacific, and among immigrants and older adults in high-income countries, especially Indigenous peoples.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Signs and symptoms,"painful joints especially knees ankles, elbows and wrists",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Signs and symptoms,jerky uncontrollable body movements called chorea,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Signs and symptoms,painless nodules under the skin near joints and/or a rash consisting of pink rings with a clear centre (both rare),https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Signs and symptoms,Symptoms of heart valve damage that is associated with rheumatic heart disease may include:,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Treatment,"There is no cure for rheumatic heart disease and the damage to the heart valves is permanent. Patients with severe rheumatic heart disease will often require surgery to replace or repair the damaged valve or valves. Depending on the severity of disease, medication may also be needed to treat symptoms of heart failure or heart rhythm abnormalities. Medications which thin the blood to reduce the risk of blood clots may also be needed. In the case of serious disease surgery may be required to repair or replace the heart valves. This is often not available in low-income settings, or when it is available the costs may be too high if not covered as part of national health plans, putting families under increased financial strain.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Prevention,"Since rheumatic heart disease results from rheumatic fever, an important strategy is to prevent rheumatic fever from occurring. Treatment of strep throat with appropriate antibiotics will prevent rheumatic fever.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Prevention,"Once a patient has been identified as having had rheumatic fever, it is important to prevent additional streptococcal infections as this could cause a further episode of rheumatic fever and additional damage to the heart valves. The strategy to prevent additional streptococcal infection is to treat the patient with antibiotics over a long period of time. The antibiotic treatment that is most effective in preventing further infection is benzathine penicillin G, which is given by intramuscular injection every 3–4 weeks over many years.",https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
